"","V1","insert_date","origin","destination","start_date","end_date","train_type","price","train_class","fare"
"3629",2485978,"2019-04-18 12:20:20","BARCELONA","MADRID","2019-05-14 07:05:00","2019-05-14 09:50:00","AVE",75.4,"Turista","Promo"
"3630",2140787,"2019-04-16 01:01:10","MADRID","VALENCIA","2019-04-23 07:40:00","2019-04-23 09:20:00","AVE",73.1,"Turista","Flexible"
"3631",284201,"2019-04-21 08:52:54","MADRID","BARCELONA","2019-05-06 09:30:00","2019-05-06 12:34:00","AVE",85.1,"Turista","Promo"
"3632",1205144,"2019-05-03 01:17:53","SEVILLA","MADRID","2019-05-20 11:45:00","2019-05-20 14:17:00","AVE",53.4,"Turista","Promo"
"3633",1260504,"2019-05-04 03:27:41","VALENCIA","MADRID","2019-05-28 17:10:00","2019-05-28 18:50:00","AVE",33.65,"Turista","Promo"
"3634",236161,"2019-04-21 02:20:20","MADRID","SEVILLA","2019-05-24 09:45:00","2019-05-24 12:27:00","INTERCITY",NA,"Turista","Flexible"
"3635",591226,"2019-04-23 14:14:50","SEVILLA","MADRID","2019-04-26 07:40:00","2019-04-26 10:05:00","AVE",76.3,"Turista","Flexible"
"3636",1628403,"2019-04-12 03:10:07","MADRID","BARCELONA","2019-05-12 16:30:00","2019-05-12 19:15:00","AVE",107.7,"Turista","Flexible"
"3637",1708604,"2019-04-12 23:29:53","MADRID","SEVILLA","2019-05-01 13:10:00","2019-05-01 20:51:00","MD-LD",NA,"Turista con enlace","Flexible"
"3638",453144,"2019-04-22 13:35:20","VALENCIA","MADRID","2019-06-03 06:38:00","2019-06-03 14:20:00","REGIONAL",28.35,"Turista","Adulto ida"
"3639",2241508,"2019-04-16 16:41:01","MADRID","BARCELONA","2019-04-21 17:00:00","2019-04-21 19:30:00","AVE",127.1,"Turista","Flexible"
"3640",1399559,"2019-05-06 23:21:25","VALENCIA","MADRID","2019-06-08 06:38:00","2019-06-08 13:37:00","REGIONAL",28.35,"Turista","Adulto ida"
"3641",1059835,"2019-04-30 07:32:28","SEVILLA","MADRID","2019-05-25 10:45:00","2019-05-25 13:17:00","AVE",60.3,"Turista","Promo"
"3642",175645,"2019-04-20 13:24:30","MADRID","VALENCIA","2019-05-28 16:05:00","2019-05-28 22:47:00","REGIONAL",28.35,"Turista","Adulto ida"
"3643",1011270,"2019-04-29 11:15:07","MADRID","SEVILLA","2019-05-05 09:00:00","2019-05-05 11:38:00","AVE",76.3,"Turista","Flexible"
"3644",2427225,"2019-04-18 01:43:46","MADRID","SEVILLA","2019-05-20 15:00:00","2019-05-20 17:21:00","AVE",47.3,"Turista","Promo"
"3645",743201,"2019-04-25 01:13:40","SEVILLA","MADRID","2019-04-30 09:50:00","2019-04-30 12:36:00","ALVIA",NA,"Turista","Promo"
"3646",1854075,"2019-04-14 08:03:13","MADRID","VALENCIA","2019-05-25 15:40:00","2019-05-25 17:22:00","AVE",33.65,"Turista","Promo"
"3647",515407,"2019-04-23 00:30:24","SEVILLA","MADRID","2019-04-23 12:40:00","2019-04-23 15:23:00","AVE",76.3,"Turista","Flexible"
"3648",1435681,"2019-05-07 11:44:14","MADRID","BARCELONA","2019-06-20 16:30:00","2019-06-20 19:20:00","AVE",85.1,"Turista","Promo"
"3649",2007492,"2019-04-15 06:15:00","MADRID","BARCELONA","2019-04-23 07:00:00","2019-04-23 09:30:00","AVE",94.55,"Turista Plus","Promo"
"3650",1876719,"2019-04-14 13:02:22","MADRID","BARCELONA","2019-04-26 08:30:00","2019-04-26 11:15:00","AVE",49.15,"Turista Plus","Promo"
"3651",900120,"2019-04-27 13:50:37","PONFERRADA","MADRID","2019-05-05 17:15:00","2019-05-05 22:14:00","MD-AVE",NA,"Turista","Flexible"
"3652",1123917,"2019-05-01 11:32:22","SEVILLA","MADRID","2019-05-22 16:45:00","2019-05-22 19:17:00","AVE",60.3,"Turista","Promo"
"3653",1708941,"2019-04-12 23:33:13","MADRID","VALENCIA","2019-04-17 18:40:00","2019-04-17 20:20:00","AVE",NA,"Turista","Flexible"
"3654",1590977,"2019-05-09 19:07:39","BARCELONA","MADRID","2019-05-31 20:00:00","2019-05-31 23:10:00","AVE",85.1,"Turista","Promo"
"3655",2249771,"2019-04-16 18:19:45","PONFERRADA","MADRID","2019-05-14 11:28:00","2019-05-14 16:00:00","LD",42.75,"Turista con enlace","Promo +"
"3656",1179532,"2019-05-02 13:22:57","MADRID","PONFERRADA","2019-05-19 17:30:00","2019-05-19 21:33:00","ALVIA",55.8,"Turista","Flexible"
"3657",422478,"2019-04-22 08:17:15","PONFERRADA","MADRID","2019-05-02 11:44:00","2019-05-02 16:00:00","MD-LD",54.1,"Turista con enlace","Flexible"
"3658",660380,"2019-04-24 03:05:39","MADRID","SEVILLA","2019-05-07 15:00:00","2019-05-07 17:21:00","AVE",53.4,"Turista","Promo"
"3659",1373498,"2019-05-06 11:28:14","MADRID","BARCELONA","2019-05-23 08:20:00","2019-05-23 11:05:00","AVE",83.5,"Preferente","Promo"
"3660",740535,"2019-04-24 23:33:19","SEVILLA","MADRID","2019-04-27 14:58:00","2019-04-27 17:50:00","ALVIA",NA,"Turista","Flexible"
"3661",2139659,"2019-04-16 00:31:13","MADRID","SEVILLA","2019-05-04 14:00:00","2019-05-04 16:32:00","AVE",76.3,"Turista","Flexible"
"3662",483026,"2019-04-22 19:02:30","MADRID","BARCELONA","2019-05-11 10:30:00","2019-05-11 13:15:00","AVE",75.4,"Turista","Promo"
"3663",1201147,"2019-05-02 23:23:34","SEVILLA","MADRID","2019-05-30 07:15:00","2019-05-30 09:55:00","AVE",53.4,"Turista","Promo"
"3664",986602,"2019-04-29 01:00:51","MADRID","VALENCIA","2019-05-05 15:40:00","2019-05-05 17:22:00","AVE",51.15,"Turista","Promo"
"3665",2115360,"2019-04-15 21:04:08","BARCELONA","MADRID","2019-04-18 07:05:00","2019-04-18 09:50:00","AVE",83.5,"Preferente","Promo"
"3666",1536647,"2019-05-09 01:19:22","BARCELONA","MADRID","2019-06-04 12:50:00","2019-06-04 15:45:00","AVE-TGV",58.15,"Turista","Promo"
"3667",1975809,"2019-04-15 01:32:37","SEVILLA","MADRID","2019-05-14 06:45:00","2019-05-14 09:15:00","AVE",60.3,"Turista","Promo"
"3668",1382881,"2019-05-06 15:45:37","MADRID","VALENCIA","2019-05-21 16:05:00","2019-05-21 22:47:00","REGIONAL",28.35,"Turista","Adulto ida"
"3669",238157,"2019-04-21 02:47:33","MADRID","SEVILLA","2019-05-04 08:30:00","2019-05-04 11:14:00","ALVIA",NA,"Turista","Flexible"
"3670",381094,"2019-04-22 01:13:32","MADRID","BARCELONA","2019-05-18 07:30:00","2019-05-18 10:40:00","AVE",85.1,"Turista","Promo"
"3671",1297813,"2019-05-04 21:30:37","MADRID","SEVILLA","2019-05-09 11:00:00","2019-05-09 13:32:00","AVE",76.3,"Turista","Flexible"
"3672",217605,"2019-04-20 21:06:49","MADRID","PONFERRADA","2019-04-26 17:30:00","2019-04-26 21:33:00","ALVIA",55.8,"Turista","Flexible"
"3673",501543,"2019-04-22 22:16:54","VALENCIA","MADRID","2019-05-03 10:40:00","2019-05-03 12:32:00","AVE",66.55,"Preferente","Promo"
"3674",249974,"2019-04-21 04:24:59","SEVILLA","MADRID","2019-05-14 14:45:00","2019-05-14 17:15:00","AVE",47.3,"Turista","Promo"
"3675",580671,"2019-04-23 12:23:09","MADRID","SEVILLA","2019-04-25 16:00:00","2019-04-25 18:30:00","AVE",76.3,"Turista","Flexible"
"3676",1219337,"2019-05-03 07:43:36","MADRID","SEVILLA","2019-05-25 21:25:00","2019-05-26 00:10:00","AV City",49.15,"Turista","Promo"
"3677",896213,"2019-04-27 11:46:29","BARCELONA","MADRID","2019-05-31 16:00:00","2019-05-31 19:10:00","AVE",90.5,"Turista Plus","Promo"
"3678",536592,"2019-04-23 04:23:42","SEVILLA","MADRID","2019-04-29 16:15:00","2019-04-29 18:54:00","AVE",47.3,"Turista","Promo"
"3679",643805,"2019-04-23 23:43:44","MADRID","SEVILLA","2019-05-22 14:00:00","2019-05-22 16:32:00","AVE",47.3,"Turista","Promo"
"3680",2069176,"2019-04-15 14:14:15","MADRID","BARCELONA","2019-05-08 16:30:00","2019-05-08 19:15:00","AVE",90.5,"Turista Plus","Promo"
"3681",2423776,"2019-04-18 01:15:15","BARCELONA","MADRID","2019-05-08 13:25:00","2019-05-08 16:10:00","AVE",85.1,"Turista","Promo"
"3682",2275901,"2019-04-16 22:45:31","MADRID","BARCELONA","2019-04-23 08:00:00","2019-04-23 10:30:00","AVE",115.65,"Preferente","Promo"
"3683",2437920,"2019-04-18 03:59:01","MADRID","BARCELONA","2019-05-29 07:20:00","2019-05-29 09:50:00","AVE",100.4,"Turista","Promo"
"3684",2035108,"2019-04-15 10:15:55","MADRID","VALENCIA","2019-04-18 16:30:00","2019-04-18 22:47:00","REGIONAL",28.35,"Turista","Adulto ida"
"3685",412671,"2019-04-22 06:27:33","MADRID","VALENCIA","2019-05-05 18:40:00","2019-05-05 20:20:00","AVE",73.1,"Turista","Flexible"
"3686",733127,"2019-04-24 21:21:46","SEVILLA","MADRID","2019-05-23 20:36:00","2019-05-23 23:14:00","ALVIA",67.2,"Turista","Flexible"
"3687",928984,"2019-04-28 01:19:44","BARCELONA","MADRID","2019-05-14 09:00:00","2019-05-14 11:45:00","AVE",85.1,"Turista","Promo"
"3688",1285440,"2019-05-04 15:33:09","MADRID","VALENCIA","2019-05-27 09:40:00","2019-05-27 11:24:00","AVE",27.8,"Turista","Promo"
"3689",2200586,"2019-04-16 09:31:39","SEVILLA","MADRID","2019-04-21 11:45:00","2019-04-21 14:17:00","AVE",76.3,"Turista","Flexible"
"3690",125861,"2019-04-20 04:15:43","MADRID","VALENCIA","2019-05-27 16:45:00","2019-05-27 18:50:00","ALVIA",27.7,"Preferente","Promo"
"3691",1564991,"2019-05-09 09:44:32","MADRID","BARCELONA","2019-06-20 06:10:00","2019-06-20 08:40:00","AVE",66.75,"Turista","Promo"
"3692",1199123,"2019-05-02 23:03:42","MADRID","SEVILLA","2019-05-05 11:00:00","2019-05-05 13:32:00","AVE",NA,"Turista","Flexible"
"3693",61750,"2019-04-19 16:33:07","MADRID","VALENCIA","2019-05-26 15:40:00","2019-05-26 17:22:00","AVE",51.15,"Turista","Promo"
"3694",2546687,"2019-04-18 23:15:51","MADRID","VALENCIA","2019-05-03 17:48:00","2019-05-03 21:58:00","INTERCITY",36.05,"Turista Plus","Promo"
"3695",39284,"2019-04-19 12:31:39","MADRID","SEVILLA","2019-05-28 08:30:00","2019-05-28 11:14:00","ALVIA",NA,"Turista","Promo"
"3696",1064821,"2019-04-30 09:34:34","MADRID","PONFERRADA","2019-05-07 22:14:00","2019-05-08 04:31:00","TRENHOTEL",45.8,"Turista","Flexible"
"3697",1162217,"2019-05-02 05:11:34","BARCELONA","MADRID","2019-05-17 18:25:00","2019-05-17 20:55:00","AVE",106.75,"Turista Plus","Promo"
"3698",39144,"2019-04-19 12:29:20","MADRID","SEVILLA","2019-04-26 20:00:00","2019-04-26 22:21:00","AVE",64.05,"Turista Plus","Promo"
"3699",2317316,"2019-04-17 06:05:48","MADRID","SEVILLA","2019-05-02 19:00:00","2019-05-02 21:38:00","AVE",69.4,"Preferente","Promo"
"3700",915990,"2019-04-27 19:43:50","MADRID","BARCELONA","2019-05-28 08:30:00","2019-05-28 11:15:00","AVE",75.4,"Turista","Promo"
"3701",1624920,"2019-04-12 02:10:23","MADRID","BARCELONA","2019-04-21 19:30:00","2019-04-21 22:40:00","AVE",107.7,"Turista","Flexible"
"3702",1772147,"2019-04-13 13:13:21","SEVILLA","MADRID","2019-05-12 11:45:00","2019-05-12 14:17:00","AVE",60.3,"Turista","Promo"
"3703",590384,"2019-04-23 14:08:49","VALENCIA","MADRID","2019-05-24 19:40:00","2019-05-24 21:23:00","AVE",45.3,"Turista","Promo"
"3704",511559,"2019-04-23 00:00:47","MADRID","SEVILLA","2019-05-01 09:45:00","2019-05-01 12:27:00","INTERCITY",NA,"Turista","Flexible"
"3705",900382,"2019-04-27 13:53:54","MADRID","VALENCIA","2019-05-20 11:55:00","2019-05-20 13:35:00","AVE",39.45,"Turista","Promo"
"3706",1776852,"2019-04-13 14:14:54","MADRID","SEVILLA","2019-05-05 20:00:00","2019-05-05 22:21:00","AVE",53.4,"Turista","Promo"
"3707",1352857,"2019-05-06 01:19:56","BARCELONA","MADRID","2019-05-24 08:00:00","2019-05-24 11:10:00","AVE",85.1,"Turista","Promo"
"3708",89104,"2019-04-19 21:37:17","BARCELONA","MADRID","2019-05-17 15:25:00","2019-05-17 17:55:00","AVE",120.5,"Turista Plus","Promo"
"3709",1871747,"2019-04-14 11:32:12","MADRID","SEVILLA","2019-05-01 09:00:00","2019-05-01 11:38:00","AVE",76.3,"Turista","Flexible"
"3710",321912,"2019-04-21 15:09:30","SEVILLA","MADRID","2019-05-29 13:40:00","2019-05-29 16:10:00","AVE",53.4,"Turista","Promo"
"3711",2519892,"2019-04-18 18:23:18","VALENCIA","MADRID","2019-05-04 06:38:00","2019-05-04 13:37:00","REGIONAL",28.35,"Turista","Adulto ida"
"3712",1485684,"2019-05-08 09:12:42","BARCELONA","MADRID","2019-06-16 17:25:00","2019-06-16 19:55:00","AVE",100.4,"Turista","Promo"
"3713",785749,"2019-04-25 17:11:25","VALENCIA","MADRID","2019-04-26 21:05:00","2019-04-26 23:32:00","INTERCITY",55.4,"Turista","Flexible"
"3714",2244362,"2019-04-16 17:17:33","MADRID","SEVILLA","2019-05-24 10:00:00","2019-05-24 12:32:00","AVE",76.3,"Turista","Flexible"
"3715",2193556,"2019-04-16 08:31:20","BARCELONA","MADRID","2019-04-24 18:25:00","2019-04-24 20:55:00","AVE",120.5,"Turista Plus","Promo"
"3716",1724707,"2019-04-13 03:03:10","MADRID","BARCELONA","2019-05-14 20:30:00","2019-05-14 23:40:00","AVE",NA,"Turista","Promo"
"3717",2491188,"2019-04-18 13:17:36","BARCELONA","MADRID","2019-04-22 09:00:00","2019-04-22 11:45:00","AVE",107.7,"Turista","Flexible"
"3718",110802,"2019-04-20 01:23:16","MADRID","VALENCIA","2019-05-14 20:40:00","2019-05-14 22:24:00","AVE",27.8,"Turista","Promo"
"3719",1138978,"2019-05-01 17:46:40","BARCELONA","MADRID","2019-05-09 07:40:00","2019-05-09 10:10:00","AVE",100.4,"Turista","Promo"
"3720",1382611,"2019-05-06 15:44:21","MADRID","VALENCIA","2019-06-01 13:25:00","2019-06-01 20:34:00","AVE-LD",NA,"Turista","Promo"
"3721",1394997,"2019-05-06 21:35:35","SEVILLA","MADRID","2019-05-24 19:19:00","2019-05-24 21:59:00","INTERCITY",62.2,"Turista","Flexible"
"3722",806701,"2019-04-26 01:11:13","MADRID","VALENCIA","2019-04-25 21:10:00","2019-04-25 23:03:00","AVE",66.55,"Preferente","Promo"
"3723",1463611,"2019-05-08 03:51:52","MADRID","VALENCIA","2019-06-01 16:30:00","2019-06-01 22:47:00","REGIONAL",28.35,"Turista","Adulto ida"
"3724",2153702,"2019-04-16 02:33:44","MADRID","BARCELONA","2019-05-06 07:20:00","2019-05-06 09:50:00","AVE",100.4,"Turista","Promo"
"3725",2183829,"2019-04-16 07:21:50","MADRID","SEVILLA","2019-05-21 12:00:00","2019-05-21 14:32:00","AVE",47.3,"Turista","Promo"
"3726",1842484,"2019-04-14 05:23:47","MADRID","VALENCIA","2019-05-15 21:10:00","2019-05-15 23:03:00","AVE",21.95,"Turista","Promo"
"3727",1514168,"2019-05-08 17:44:22","MADRID","VALENCIA","2019-06-14 06:08:00","2019-06-14 12:55:00","REGIONAL",28.35,"Turista","Adulto ida"
"3728",107386,"2019-04-20 00:46:45","MADRID","VALENCIA","2019-05-07 20:40:00","2019-05-07 22:24:00","AVE",27.8,"Turista","Promo"
"3729",1708236,"2019-04-12 23:26:33","MADRID","VALENCIA","2019-05-17 21:10:00","2019-05-17 23:03:00","AVE",NA,"Turista","Promo"
"3730",1308868,"2019-05-05 03:40:13","MADRID","BARCELONA","2019-05-24 08:00:00","2019-05-24 10:30:00","AVE",78.8,"Turista","Promo"
"3731",1921792,"2019-04-14 18:08:50","PONFERRADA","MADRID","2019-05-09 11:28:00","2019-05-09 16:00:00","LD",42.75,"Turista con enlace","Promo +"
"3732",2351345,"2019-04-17 12:19:58","SEVILLA","MADRID","2019-05-02 13:40:00","2019-05-02 16:10:00","AVE",47.3,"Turista","Promo"
"3733",1475452,"2019-05-08 05:32:46","BARCELONA","MADRID","2019-05-19 17:00:00","2019-05-19 19:45:00","AVE",98,"Preferente","Promo"
"3734",736315,"2019-04-24 23:02:44","MADRID","VALENCIA","2019-05-07 16:45:00","2019-05-07 18:50:00","ALVIA",46.15,"Preferente","Promo"
"3735",1593335,"2019-05-09 19:33:45","MADRID","SEVILLA","2019-06-07 09:45:00","2019-06-07 12:27:00","INTERCITY",62.2,"Turista","Flexible"
"3736",762680,"2019-04-25 07:42:34","MADRID","BARCELONA","2019-05-18 16:30:00","2019-05-18 19:15:00","AVE",80.15,"Turista Plus","Promo"
"3737",2234288,"2019-04-16 15:24:59","MADRID","BARCELONA","2019-05-10 19:30:00","2019-05-10 22:40:00","AVE",75.4,"Turista","Promo"
"3738",1566465,"2019-05-09 11:03:36","VALENCIA","MADRID","2019-05-19 10:40:00","2019-05-19 12:27:00","AVE",66.55,"Preferente","Promo"
"3739",2226423,"2019-04-16 14:08:12","MADRID","VALENCIA","2019-05-07 11:10:00","2019-05-07 13:25:00","INTERCITY",29.9,"Turista","Promo"
"3740",1643709,"2019-04-12 07:19:30","MADRID","SEVILLA","2019-05-31 19:30:00","2019-05-31 22:05:00","AVE",60.3,"Turista","Promo"
"3741",2244747,"2019-04-16 17:19:23","MADRID","SEVILLA","2019-05-07 11:00:00","2019-05-07 13:32:00","AVE",60.3,"Turista","Promo"
"3742",282696,"2019-04-21 08:44:43","MADRID","SEVILLA","2019-05-29 13:30:00","2019-05-29 16:05:00","ALVIA",NA,"Turista","Promo"
"3743",2314346,"2019-04-17 05:26:31","SEVILLA","MADRID","2019-05-07 14:45:00","2019-05-07 17:15:00","AVE",69.4,"Preferente","Promo"
"3744",214351,"2019-04-20 20:26:06","SEVILLA","MADRID","2019-05-16 21:00:00","2019-05-16 23:52:00","AV City",49.15,"Turista","Promo"
"3745",266678,"2019-04-21 06:32:42","BARCELONA","MADRID","2019-04-29 09:00:00","2019-04-29 11:45:00","AVE",102.15,"Turista Plus","Promo"
"3746",652612,"2019-04-24 01:24:23","VALENCIA","MADRID","2019-05-07 07:10:00","2019-05-07 08:51:00","AVE",73.1,"Turista","Flexible"
"3747",1138443,"2019-05-01 17:44:16","MADRID","BARCELONA","2019-05-29 21:25:00","2019-05-29 23:55:00","AVE",75.4,"Turista","Promo"
"3748",2252966,"2019-04-16 18:43:47","BARCELONA","MADRID","2019-04-20 08:00:00","2019-04-20 11:10:00","AVE",86.8,"Preferente","Promo"
"3749",371785,"2019-04-21 23:34:02","MADRID","VALENCIA","2019-04-26 17:10:00","2019-04-26 18:54:00","AVE",73.1,"Turista","Flexible"
"3750",1022463,"2019-04-29 15:40:34","MADRID","BARCELONA","2019-05-08 08:00:00","2019-05-08 10:30:00","AVE",68.65,"Turista","Promo"
"3751",1129108,"2019-05-01 13:39:22","BARCELONA","MADRID","2019-05-03 18:00:00","2019-05-03 21:10:00","AVE",181.5,"Preferente","Flexible"
"3752",1718403,"2019-04-13 01:22:50","SEVILLA","MADRID","2019-05-25 18:45:00","2019-05-25 21:17:00","AVE",NA,"Turista","Promo"
"3753",1956481,"2019-04-14 23:13:01","MADRID","SEVILLA","2019-05-25 07:00:00","2019-05-25 09:55:00","AV City",49.15,"Turista","Promo"
"3754",196131,"2019-04-20 17:08:08","BARCELONA","MADRID","2019-05-23 15:00:00","2019-05-23 17:45:00","AVE",85.1,"Turista","Promo"
"3755",1950035,"2019-04-14 22:16:14","MADRID","SEVILLA","2019-05-23 17:00:00","2019-05-23 19:38:00","AVE",69.4,"Preferente","Promo"
"3756",745524,"2019-04-25 01:37:32","MADRID","BARCELONA","2019-05-27 05:50:00","2019-05-27 08:55:00","AVE",58.15,"Turista","Promo"
"3757",1156392,"2019-05-02 01:38:08","MADRID","VALENCIA","2019-05-28 09:40:00","2019-05-28 11:24:00","AVE",27.8,"Turista","Promo"
"3758",1992854,"2019-04-15 04:20:55","BARCELONA","MADRID","2019-05-22 09:00:00","2019-05-22 11:45:00","AVE",85.1,"Turista","Promo"
"3759",1128819,"2019-05-01 13:38:19","BARCELONA","MADRID","2019-05-30 07:25:00","2019-05-30 10:01:00","AVE",85.1,"Turista","Promo"
"3760",1772608,"2019-04-13 13:17:21","MADRID","VALENCIA","2019-05-23 16:05:00","2019-05-23 22:47:00","REGIONAL",28.35,"Turista","Adulto ida"
"3761",2312979,"2019-04-17 05:18:07","MADRID","SEVILLA","2019-06-02 20:00:00","2019-06-02 22:21:00","AVE",64.05,"Turista Plus","Promo"
"3762",802329,"2019-04-25 23:23:39","VALENCIA","MADRID","2019-05-12 14:50:00","2019-05-12 22:17:00","REGIONAL",28.35,"Turista","Adulto ida"
"3763",2325740,"2019-04-17 07:28:31","VALENCIA","MADRID","2019-04-24 19:10:00","2019-04-24 20:50:00","AVE",39.45,"Turista","Promo"
"3764",1307878,"2019-05-05 03:25:21","MADRID","VALENCIA","2019-06-13 12:21:00","2019-06-13 19:04:00","REGIONAL",28.35,"Turista","Adulto ida"
"3765",688780,"2019-04-24 08:12:04","BARCELONA","MADRID","2019-05-07 15:00:00","2019-05-07 17:45:00","AVE",75.4,"Turista","Promo"
"3766",2556100,"2019-04-19 01:16:01","MADRID","BARCELONA","2019-05-14 17:00:00","2019-05-14 19:30:00","AVE",78.8,"Turista","Promo"
"3767",556754,"2019-04-23 08:04:11","MADRID","SEVILLA","2019-05-21 13:00:00","2019-05-21 15:40:00","AVE",47.3,"Turista","Promo"
"3768",2134629,"2019-04-16 00:04:13","VALENCIA","MADRID","2019-04-29 20:15:00","2019-04-29 21:55:00","AVE",27.8,"Turista","Promo"
"3769",1198501,"2019-05-02 21:45:30","MADRID","BARCELONA","2019-05-31 19:30:00","2019-05-31 22:40:00","AVE",75.4,"Turista","Promo"
"3770",873431,"2019-04-27 03:16:17","SEVILLA","MADRID","2019-05-12 18:45:00","2019-05-12 21:17:00","AVE",76.3,"Turista","Flexible"
"3771",383476,"2019-04-22 01:28:35","SEVILLA","MADRID","2019-06-02 19:15:00","2019-06-02 21:36:00","AVE",76.3,"Turista","Flexible"
"3772",2527253,"2019-04-18 19:44:16","MADRID","BARCELONA","2019-05-24 16:00:00","2019-05-24 18:30:00","AVE",127.1,"Turista","Flexible"
"3773",229994,"2019-04-21 01:34:55","PONFERRADA","MADRID","2019-05-17 11:28:00","2019-05-17 16:00:00","LD",57,"Turista con enlace","Flexible"
"3774",1274317,"2019-05-04 09:47:36","MADRID","BARCELONA","2019-05-16 07:00:00","2019-05-16 09:30:00","AVE",82.35,"Turista Plus","Promo"
"3775",1119997,"2019-05-01 09:35:55","PONFERRADA","MADRID","2019-05-08 11:28:00","2019-05-08 16:00:00","LD",42.75,"Turista con enlace","Promo +"
"3776",867316,"2019-04-27 01:14:30","VALENCIA","MADRID","2019-05-03 09:40:00","2019-05-03 11:20:00","AVE",66.55,"Preferente","Promo"
"3777",2150628,"2019-04-16 02:15:08","MADRID","SEVILLA","2019-05-28 17:00:00","2019-05-28 19:38:00","AVE",53.4,"Turista","Promo"
"3778",2190396,"2019-04-16 08:16:01","MADRID","VALENCIA","2019-05-23 14:10:00","2019-05-23 16:03:00","AVE",33.65,"Turista","Promo"
"3779",1822246,"2019-04-14 00:15:03","MADRID","SEVILLA","2019-05-07 06:20:00","2019-05-07 09:16:00","AV City",43.55,"Turista","Promo"
"3780",2080990,"2019-04-15 16:04:07","MADRID","BARCELONA","2019-05-09 17:30:00","2019-05-09 20:40:00","AVE",102.15,"Turista Plus","Promo"
"3781",1970571,"2019-04-15 01:06:01","VALENCIA","MADRID","2019-04-26 09:00:00","2019-04-26 11:33:00","ALVIA",49.7,"Turista","Promo"
"3782",1228179,"2019-05-03 11:34:39","SEVILLA","MADRID","2019-05-16 20:15:00","2019-05-16 22:36:00","AVE",47.3,"Turista","Promo"
"3783",2080755,"2019-04-15 16:03:18","MADRID","BARCELONA","2019-05-01 11:30:00","2019-05-01 14:40:00","AVE",181.5,"Preferente","Flexible"
"3784",1732482,"2019-04-13 04:26:01","SEVILLA","MADRID","2019-05-28 19:45:00","2019-05-28 22:17:00","AVE",NA,"Turista Plus","Promo"
"3785",359920,"2019-04-21 21:26:06","BARCELONA","MADRID","2019-04-24 13:25:00","2019-04-24 16:10:00","AVE",107.7,"Turista","Flexible"
"3786",746847,"2019-04-25 01:45:02","BARCELONA","MADRID","2019-05-13 06:05:00","2019-05-13 09:15:00","AVE",75.4,"Turista","Promo"
"3787",1794893,"2019-04-13 18:14:27","MADRID","VALENCIA","2019-05-13 12:21:00","2019-05-13 19:04:00","REGIONAL",28.35,"Turista","Adulto ida"
"3788",1917683,"2019-04-14 17:19:33","MADRID","VALENCIA","2019-04-29 10:40:00","2019-04-29 12:20:00","AVE",45.3,"Turista","Promo"
"3789",1299892,"2019-05-05 01:02:23","MADRID","VALENCIA","2019-05-04 11:10:00","2019-05-04 13:25:00","INTERCITY",55.4,"Turista","Flexible"
"3790",1610814,"2019-04-11 23:12:03","MADRID","SEVILLA","2019-05-10 19:30:00","2019-05-10 22:05:00","AVE",69.4,"Preferente","Promo"
"3791",45608,"2019-04-19 13:34:21","MADRID","VALENCIA","2019-04-20 15:40:00","2019-04-20 17:22:00","AVE",39.45,"Turista","Promo"
"3792",277881,"2019-04-21 08:04:25","MADRID","BARCELONA","2019-05-19 12:30:00","2019-05-19 15:30:00","AVE",90.5,"Turista Plus","Promo"
"3793",369107,"2019-04-21 23:12:36","MADRID","SEVILLA","2019-05-24 07:00:00","2019-05-24 09:32:00","AVE",60.3,"Turista","Promo"
"3794",1099146,"2019-05-01 01:15:43","BARCELONA","MADRID","2019-05-13 09:03:00","2019-05-13 18:07:00","R. EXPRES",43.25,"Turista","Adulto ida"
"3795",1257098,"2019-05-04 01:41:24","MADRID","VALENCIA","2019-05-23 09:10:00","2019-05-23 10:58:00","AVE",51.15,"Turista","Promo"
"3796",247408,"2019-04-21 04:00:13","MADRID","SEVILLA","2019-05-30 19:30:00","2019-05-30 22:05:00","AVE",76.3,"Turista","Flexible"
"3797",2359714,"2019-04-17 13:43:56","MADRID","VALENCIA","2019-05-25 17:40:00","2019-05-25 19:20:00","AVE",27.8,"Turista","Promo"
"3798",674330,"2019-04-24 05:27:59","MADRID","VALENCIA","2019-05-01 19:40:00","2019-05-01 21:29:00","AVE",51.15,"Turista","Promo"
"3799",311017,"2019-04-21 13:19:52","BARCELONA","MADRID","2019-04-22 06:05:00","2019-04-22 09:15:00","AVE",181.5,"Preferente","Flexible"
"3800",1169293,"2019-05-02 07:41:29","MADRID","SEVILLA","2019-05-23 07:00:00","2019-05-23 09:32:00","AVE",69.4,"Preferente","Promo"
"3801",956410,"2019-04-28 11:47:01","MADRID","BARCELONA","2019-04-28 18:00:00","2019-04-28 20:30:00","AVE",98.55,"Preferente","Promo"
"3802",1029793,"2019-04-29 19:18:03","BARCELONA","MADRID","2019-05-14 19:25:00","2019-05-14 21:55:00","AVE",78.8,"Turista","Promo"
"3803",1635414,"2019-04-12 05:09:16","MADRID","SEVILLA","2019-05-01 09:45:00","2019-05-01 12:27:00","INTERCITY",NA,"Turista","Flexible"
"3804",1529274,"2019-05-08 23:15:02","SEVILLA","MADRID","2019-07-06 07:00:00","2019-07-06 10:02:00","AV City",43.55,"Turista","Promo"
